15,09,25,20.812,20.825,
15,09,25,20.812,20.825,
15,09,25,20.812,20.825,
15,09,25,20.812,20.825,
15,09,26,20.812,20.825,
15,09,26,20.812,20.825,
15,09,26,20.812,20.825,
15,09,26,20.812,20.825,
15,09,26,20.812,20.825,
15,09,26,20.812,20.825,
15,09,26,20.812,20.825,
15,09,26,20.812,20.825,
15,09,26,20.812,20.825,
15,09,26,20.812,20.825,
15,09,27,20.812,20.825,
15,09,27,20.812,20.825,
15,09,27,20.812,20.825,
15,09,27,20.812,20.825,
15,09,27,20.812,20.825,
15,09,27,20.812,20.825,
15,09,27,20.812,20.825,
15,09,27,20.812,20.825,
15,09,27,20.812,20.825,
15,09,27,20.812,20.825,
15,09,28,20.812,20.825,
15,09,28,20.812,20.825,
15,09,28,20.812,20.825,
15,09,28,20.812,20.825,
15,09,28,20.812,20.825,
15,09,28,20.812,20.825,
15,09,28,20.812,20.825,
15,09,28,20.812,20.825,
15,09,28,20.812,20.825,
15,09,28,20.812,20.825,
15,09,29,20.812,20.825,
15,09,29,20.812,20.825,
15,09,29,20.812,20.825,
15,09,29,20.812,20.825,
15,09,29,20.812,20.825,
15,09,29,20.812,20.825,
15,09,29,20.812,20.825,
15,09,29,20.812,20.825,
15,09,29,20.812,20.825,
15,09,29,20.811,20.825,
15,09,30,20.811,20.825,
15,09,30,20.811,20.825,
15,09,30,20.811,20.825,
15,09,30,20.811,20.825,
15,09,30,20.811,20.825,
15,09,30,20.811,20.825,
15,09,30,20.811,20.825,
15,09,30,20.811,20.825,
15,09,30,20.811,20.825,
15,09,30,20.811,20.825,
15,09,31,20.811,20.825,
15,09,31,20.811,20.825,
15,09,31,20.811,20.825,
15,09,31,20.811,20.825,
15,09,31,20.811,20.825,
15,09,31,20.811,20.825,
15,09,31,20.811,20.825,
15,09,31,20.811,20.825,
15,09,31,20.811,20.825,
15,09,31,20.811,20.825,
15,09,32,20.811,20.825,
15,09,32,20.811,20.825,
15,09,32,20.811,20.825,
15,09,32,20.811,20.825,
15,09,32,20.811,20.825,
15,09,32,20.811,20.825,
15,09,32,20.811,20.825,
15,09,32,20.811,20.825,
15,09,32,20.811,20.825,
15,09,32,20.811,20.825,
15,09,33,20.812,20.826,
15,09,33,20.812,20.826,
15,09,33,20.812,20.826,
15,09,33,20.812,20.826,
15,09,33,20.812,20.826,
15,09,33,20.812,20.826,
15,09,33,20.812,20.826,
15,09,33,20.812,20.826,
15,09,33,20.812,20.826,
15,09,33,20.812,20.826,
15,09,34,20.812,20.826,
15,09,34,20.812,20.826,
15,09,34,20.812,20.826,
15,09,34,20.812,20.826,
15,09,34,20.812,20.826,
15,09,34,20.812,20.826,
15,09,34,20.812,20.826,
15,09,34,20.812,20.826,
15,09,34,20.812,20.826,
15,09,34,20.812,20.826,
15,09,35,20.812,20.826,
15,09,35,20.812,20.826,
15,09,35,20.812,20.826,
15,09,35,20.812,20.826,
15,09,35,20.812,20.826,
15,09,35,20.812,20.826,
15,09,35,20.812,20.826,
15,09,35,20.812,20.826,
15,09,35,20.812,20.826,
15,09,35,20.812,20.826,
15,09,36,20.812,20.826,
15,09,36,20.812,20.826,
15,09,36,20.811,20.825,
15,09,36,20.811,20.825,
15,09,36,20.811,20.825,
15,09,36,20.811,20.825,
15,09,36,20.811,20.825,
15,09,36,20.811,20.825,
15,09,36,20.811,20.825,
15,09,36,20.811,20.825,
15,09,37,20.811,20.825,
15,09,37,20.811,20.825,
15,09,37,20.811,20.825,
15,09,37,20.811,20.825,
15,09,37,20.811,20.825,
15,09,37,20.811,20.825,
15,09,37,20.811,20.825,
15,09,37,20.811,20.825,
15,09,37,20.811,20.825,
15,09,37,20.811,20.825,
15,09,38,20.811,20.825,
15,09,38,20.811,20.825,
15,09,38,20.811,20.825,
15,09,38,20.811,20.825,
15,09,38,20.811,20.825,
15,09,38,20.811,20.825,
15,09,38,20.811,20.825,
15,09,38,20.811,20.825,
15,09,38,20.811,20.825,
15,09,38,20.811,20.825,
15,09,39,20.811,20.825,
15,09,39,20.811,20.825,
15,09,39,20.811,20.825,
15,09,39,20.811,20.825,
15,09,39,20.811,20.825,
15,09,39,20.811,20.825,
15,09,39,20.811,20.825,
15,09,39,20.811,20.825,
15,09,39,20.811,20.825,
15,09,39,20.811,20.825,
15,09,40,20.811,20.825,
15,09,40,20.811,20.825,
15,09,40,20.811,20.825,
